,Sponsor,Control Unit,Division,Department,Sponsor Class,2014,2015,2016
1892,Oxford University,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,Not for Profit,0,0,0
1893,PEPperPRINT,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Industry,0,292672,0
1894,"PTC Therapeutics, Inc.",Schools,School of Public Health,"Dean's Office, Public Health",Industry,187572,0,0
1895,Pacific Forest and Watershed Land Stewardship Council,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,49800,0
1896,Pacific Gas and Electric Company,Schools,Haas School of Business (Division),Haas Centers and Institutes,Industry,0,25859,11750
1897,Pacific Gas and Electric Company,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,0,70000,0
1898,Pacific Gas and Electric Company,Vice Chancellor - Research,Academic Research Units,CIEE California Institute for Energy & Environment,Industry,450850,0,0
1899,Pacific Gas and Electric Company,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Industry,0,0,0
1900,Pacific Northwest National Laboratories,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Federal,0,0,567638
1901,Panasonic Corporation,Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,0,0,1450000
1902,Panthera Corporation,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,112995,0
1903,Parents Action for Children,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,175000,0,0
1904,"Partners Healthcare Systems, Inc.",Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Non Federal Governmental,0,92053,81508
1905,"Partners Healthcare Systems, Inc.",Schools,School of Optometry,Null,Non Federal Governmental,7675,7675,0
1906,"Partners of the Americas, Inc.",Colleges,CNR College of Natural Resources,Energy & Resources Group,Not for Profit,0,40000,0
1907,Passport Foundation,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,0,0,0
1908,Pathfinder International,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,35092,0
1909,Pear Pest Management Research Fund,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,2000,4000,0
1910,Pennsylvania State University (incl Penn State Research Fdn),Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,Not for Profit,70041,92589,77310
1911,Pennsylvania State University (incl Penn State Research Fdn),Colleges,CNR College of Natural Resources,Energy & Resources Group,Not for Profit,0,139627,-49789
1912,Pennsylvania State University (incl Penn State Research Fdn),Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,5000,4162
1913,Pennsylvania State University (incl Penn State Research Fdn),Colleges,College of Chemistry,Chemistry Department,Not for Profit,0,0,0
1914,Pennsylvania State University (incl Penn State Research Fdn),L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,50000,145000,0
1915,Pennsylvania State University (incl Penn State Research Fdn),L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,0,0,253071
1916,Pepperwood Preserve,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,0,98840,0
1917,Pew Charitable Trusts,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,0,95000,0
1918,Pew Charitable Trusts,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,480000,240000
1919,Pew Charitable Trusts,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,0,335000
1920,"Pfizer, Inc.",Colleges,College of Chemistry,Chemistry Department,Industry,0,468328,0
1921,"Pfizer, Inc.",L&S College of Letters & Sciences,L&S Biological Sciences,Innovative Genomics Initiative,Industry,0,0,1224682
1922,"Pfizer, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,691611,2213143
1923,Philips Healthcare,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Industry,0,0,0
1924,"Photoswitch Biosciences, Inc.",L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Industry,0,0,69998
1925,Pisces Foundation,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,Not for Profit,0,48000,0
1926,"Pivot Bio, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,-10000,0,0
1927,Pohang University of Science and Technology,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,0,0
1928,Point Blue Conservation Science,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,15300,0,0
1929,Population Services International,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Not for Profit,0,0,53614
1930,Population Services International,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Not for Profit,0,0,53614
1931,"Price Industries, Inc. (Incl. E.H. Price Limited)",Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,0,-70000,0
1932,Princeton Plasma Physics Laboratory (DOE GOCO Lab),Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,-8,113173,0
1933,Princeton University,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,0,0,95608
1934,Princeton University,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,24439
1935,Princeton University,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Not for Profit,0,78180,0
1936,Proteus Fund,Schools,School of Law,Boalt Law School,Not for Profit,0,110000,110000
1937,"Public Health Foundation Enterprises, Inc.",Schools,School of Public Health,Null,Not for Profit,18911,0,0
1938,"Public Health Foundation Enterprises, Inc.",Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,90253,191540
1939,Public Health Institute,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Not for Profit,0,-395551,0
1940,Public Health Institute,Schools,School of Public Health,Null,Not for Profit,0,108000,-20396
1941,Public Health Institute,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,0,25000
1942,Purdue University,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,38453,0
1943,Purdue University,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,1382473,427578,245000
1944,Purdue University,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,0,0,0
1945,"Q-Chem, Inc.",Colleges,College of Chemistry,Chemistry Department,Industry,0,0,256692
1946,Qualcomm Foundation,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,1650000,0
1947,Qualcomm Foundation,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,0,0,0
1948,"Qualcomm, Inc.",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,725000,0,0
1949,"Qualcomm, Inc.",Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,0,0,1425000
1950,Queen's University Belfast,Vice Chancellor - Research,VC Research Museums & Field Stations,UC Museum of Paleontology,Not for Profit,0,0,39974
1951,"REF TEK, A Division of Trimble",L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,Industry,0,0,0
1952,REHAU Construction LLC,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,0,0,175000
1953,RIKEN,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,0,0,0
1954,RIKEN,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,Not for Profit,0,0,0
1955,RIKEN,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
1956,RIKEN,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,0,0
1957,"RTKL Associates, Inc.",Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,0,-24000,0
1958,Radboud University Nijmegen,L&S College of Letters & Sciences,Division of Social Sciences,Linguistics,Not for Profit,0,26124,0
1959,"RadiaBeam Technologies, LLC",Colleges,College of Engineering,Nuclear Engineering,Industry,0,0,30000
1960,Rainforest Foundation Norway,Colleges,CNR College of Natural Resources,Energy & Resources Group,Not for Profit,20000,0,0
1961,Randolph Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
1962,Raytheon,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,50000,150000,0
1963,Raytheon BBN Technologies Corp.,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,3000,0,0
1964,"Redpine Signals, Inc.",Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Industry,250000,0,0
1965,Regional Air Quality Council,Colleges,College of Chemistry,Chemistry Department,Not for Profit,153903,0,0
1966,Rensselaer Polytechnic Institute,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,0,-40682
1967,Research Corporation for Science Advancement,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,Not for Profit,0,0,39333
1968,Research Institute for Humanity and Nature,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,Non Federal Governmental,0,11550,0
1969,Research Institute for Humanity and Nature,Vice Chancellor - Research,Academic Research Units,ARF Archaeological Research Facility,Non Federal Governmental,0,19800,0
1970,Research Triangle Institute,Colleges,CNR College of Natural Resources,Null,Not for Profit,0,113844,-81879
1971,Research Triangle Institute,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,0,0,0
1972,Research Triangle Institute,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,124475,0
1973,Research Triangle Institute,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,0,23119,0
1974,Resources Legacy Fund Foundation (Incl. RLF),Schools,School of Law,Boalt Law School,Not for Profit,25000,0,0
1975,Retirement Research Foundation,Schools,School of Social Welfare,Dept of Social Welfare,Not for Profit,0,75014,0
1976,Rhodium Group,Schools,Goldman School of Public Policy,Null,Industry,143908,0,0
1977,Rice University,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,0,0
1978,"Richmond, City of",Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,Non Federal Governmental,0,0,0
1979,"Risk Management Solutions, Inc.",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,10000,0,0
1980,Robert Bosch Corporation GMBH,Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,0,0,1500000
1981,Robert Bosch North America,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Industry,24000,0,0
1982,Robert Bosch North America,Colleges,College of Chemistry,Chemistry Department,Industry,150000,0,300000
