,Sponsor,Control Unit,Division,Department,class_clean,2014,2015,2016
2334,UC Davis,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,University of California,0,0,0
2335,UC Davis,Schools,Goldman School of Public Policy,GSPP Programs & Research,University of California,0,0,18955
2336,UC Davis,Schools,School of Public Health,"Dean's Office, Public Health",University of California,87983,57124,0
2337,UC Davis,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,University of California,0,20000,57597
2338,UC Davis,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,University of California,490204,287605,383502
2339,UC Davis,Vice Chancellor - Research,VC Res Other Research Units,Center of Evaluation for Global Action,University of California,86205,208965,170537
2340,UC Davis,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,University of California,0,0,0
2341,UC Davis,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,University of California,284773,0,7500
2342,UC Davis,Vice Chancellor for Equity & Inclusion,Office of Equity & Inclusion,Graduate Diversity Program,University of California,0,0,34806
2343,UC Davis,Vice Chancellor - Research,Academic Research Units,IPSR Institute for Personality & Social Research,University of California,0,0,0
2344,UC Discovery Grant-Fellows Program,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,University of California,0,124248,0
2345,UC Humanities Research Institute,L&S College of Letters & Sciences,Division of Arts & Humanities,Art History,University of California,0,0,20675
2346,UC Humanities Research Institute,L&S College of Letters & Sciences,Division of Social Sciences,History,University of California,0,12000,0
2347,UC Humanities Research Institute,L&S College of Letters & Sciences,Division of Social Sciences,Sociology,University of California,7000,0,0
2348,UC Institute of Global Conflict and Cooperation,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,24420,0,0
2349,UC Institute of Global Conflict and Cooperation,Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,University of California,0,18000,0
2350,UC Irvine,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,University of California,33827,0,0
2351,UC Irvine,EVCP Executive Vice Chancellor & Provost,Division of Undergraduate Education,PDP Professional Development Program,University of California,75000,75000,75000
2352,UC Irvine,L&S College of Letters & Sciences,Division of Arts & Humanities,SSEAS South & Southeast Asian Studies,University of California,0,0,16299
2353,UC Irvine,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,University of California,0,31341,18411
2354,UC Irvine,Other Academic,VP Academic Planning & Fac,VP AP&F Immediate Office,University of California,0,0,0
2355,UC Irvine,Schools,Goldman School of Public Policy,Null,University of California,8000,12000,0
2356,UC Irvine,Schools,Graduate School of Education,School of Education,University of California,0,261455,143155
2357,UC Irvine,Schools,School of Public Health,Null,University of California,25360,0,0
2358,UC Irvine,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,University of California,39694,0,10214
2359,UC Irvine,Vice Chancellor - Research,VC Res Other Research Units,Center of Evaluation for Global Action,University of California,0,0,20000
2360,UC Lab Fees Research Program,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,0,0,0
2361,UC Lab Fees Research Program,L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,University of California,0,0,0
2362,UC Los Angeles,Colleges,CNR College of Natural Resources,CNR Office of the Dean,University of California,35501,162602,0
2363,UC Los Angeles,Colleges,College of Chemistry,Chemistry Department,University of California,0,0,0
2364,UC Los Angeles,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,University of California,0,0,448375
2365,UC Los Angeles,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,1347375,1192167,666918
2366,UC Los Angeles,Colleges,College of Engineering,MSE Materials Science & Engineering,University of California,0,0,225000
2367,UC Los Angeles,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,University of California,54333,126169,0
2368,UC Los Angeles,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,University of California,200000,200000,179000
2369,UC Los Angeles,L&S College of Letters & Sciences,Division of Social Sciences,The Social Science Matrix,University of California,5983,0,0
2370,UC Los Angeles,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,University of California,-53605,0,87119
2371,UC Los Angeles,Schools,Goldman School of Public Policy,nan,University of California,308266,19549,0
2372,UC Los Angeles,Schools,Graduate School of Education,Null,University of California,0,48111,51070
2373,UC Los Angeles,Schools,Graduate School of Education,School of Education,University of California,0,104500,0
2374,UC Los Angeles,Schools,School of Public Health,"Dean's Office, Public Health",University of California,340978,286454,0
2375,UC Los Angeles,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,University of California,0,0,388197
2376,UC Los Angeles,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,University of California,26598,51483,0
2377,UC Los Angeles,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,University of California,118366,66144,67211
2378,UC Los Angeles,Vice Chancellor - Research,Academic Research Units,RAL Radio Astronomy Laboratory,University of California,0,0,49786
2379,UC Los Angeles,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,University of California,0,56896,39698
2380,"UC MESA (Mathematics, Engineering, Science Achievement) Program",Colleges,College of Engineering,MSE Materials Science & Engineering,University of California,3375,0,0
2381,UC MEXUS,Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,University of California,0,8720,0
2382,UC MEXUS,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",University of California,12500,8500,31860
2383,UC MEXUS,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,University of California,0,0,0
2384,UC MEXUS,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,University of California,0,0,52156
2385,UC MEXUS,Colleges,College of Chemistry,Chemistry Department,University of California,0,0,42156
2386,UC MEXUS,L&S College of Letters & Sciences,Division of Arts & Humanities,Art History,University of California,0,22240,0
2387,UC MEXUS,L&S College of Letters & Sciences,Division of Arts & Humanities,S&P Spanish & Portuguese,University of California,0,0,1500
2388,UC MEXUS,L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,University of California,0,11650,0
2389,UC MEXUS,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,University of California,0,0,5570
2390,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,University of California,0,12000,8260
2391,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,Economics,University of California,3250,0,8870
2392,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,History,University of California,21000,0,12000
2393,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,Sociology,University of California,0,0,0
2394,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,The Social Science Matrix,University of California,0,0,11990
2395,UC MEXUS,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,University of California,24992,0,16100
2396,UC MEXUS,Schools,School of Law,Boalt Law School,University of California,0,1500,0
2397,UC MEXUS,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,University of California,0,952,12500
2398,UC MEXUS,Vice Chancellor - Research,Academic Research Units,ARF Archaeological Research Facility,University of California,11810,1421,26498
2399,UC MEXUS,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,University of California,0,25000,0
2400,UC MEXUS,Vice Chancellor - Research,Academic Research Units,IIS Institute of International Studies,University of California,0,0,1414
2401,UC MEXUS,Vice Chancellor - Research,VC Research Museums & Field Stations ,MVZ Museum of Vertebrate Zoology,University of California,14842,11982,0
2402,UC MEXUS,Vice Chancellor - Research,VC Research Museums & Field Stations ,University/Jepson Herbaria,University of California,0,24873,0
2403,UC Math Diagnostic Testing Project,L&S College of Letters & Sciences,Division of Physical Sciences,Mathematics,University of California,81065,83838,-13389
2404,UC Merced,Colleges,CNR College of Natural Resources,Energy & Resources Group,University of California,92925,0,0
2405,UC Merced,Colleges,College of Engineering,Civil & Environmental Engineering,University of California,81652,157378,74346
2406,UC Merced,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,University of California,0,337744,0
2407,UC Merced,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,298598,146392,0
2408,UC Merced,Schools,School of Law,Boalt Law School,University of California,0,589725,0
2409,UC Office of the President,Campus Support,Vice Chancellor - Administration,Finance,University of California,0,0,0
2410,UC Office of the President,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,University of California,0,234530,0
2411,UC Office of the President,L&S College of Letters & Sciences,Division of Arts & Humanities,Berkeley Language Center,University of California,17500,45148,45148
2412,UC Office of the President,L&S College of Letters & Sciences,Division of Physical Sciences,Mathematics,University of California,0,0,105769
2413,UC Office of the President,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,University of California,0,0,300000
2414,UC Office of the President,L&S College of Letters & Sciences,Division of Social Sciences,History,University of California,87500,45000,90000
2415,UC Office of the President,Schools,Graduate School of Education,Null,University of California,29375,0,0
2416,UC Office of the President,Schools,Graduate School of Education,School of Education,University of California,0,388914,371480
2417,UC Office of the President,Schools,School of Public Health,Null,University of California,0,0,0
2418,UC Office of the President,Vice Chancellor - Research,VC Res Other Research Units,History of Science & Technology,University of California,0,10000,0
2419,UC Office of the President,Vice Chancellor - Research,VC Research Museums & Field Stations ,Essig Museum of Entomology,University of California,0,0,2500
2420,UC Office of the President,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,University of California,104370,110000,110000
2421,UC Pacific Rim Research Program,L&S College of Letters & Sciences,Division of Social Sciences,History,University of California,0,5000,0
2422,UC Riverside,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",University of California,0,17450,151834
2423,UC Riverside,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,University of California,0,102879,0
2424,UC Riverside,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,University of California,0,0,0
2425,UC Riverside,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,81250,86533,37716
2426,UC Riverside,Colleges,College of Engineering,MSE Materials Science & Engineering,University of California,0,241808,176179
2427,UC Riverside,Vice Chancellor - Research,VC Research Museums & Field Stations ,Essig Museum of Entomology,University of California,0,0,0
2428,UC Riverside,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,University of California,10472,0,15000
2429,UC San Diego,Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,University of California,0,0,0
