Sponsor Class,Sponsor Category,Sponsor Type,Sponsor Code,Sponsor,Sponsor Acronym
Industry,USA Industry Category,USA Industry,9646,Cal-Neva Construction,
Industry,USA Industry Category,USA Industry,9644,Harrick Scientific Corporation,
Industry,USA Industry Category,USA Industry,9643,"Dargham, Inc.",
Industry,USA Industry Category,USA Industry,9641,American Home Products Corporation,
Industry,USA Industry Category,USA Industry,8982,Wells Fargo Bank,
Industry,USA Industry Category,USA Industry,8980,Peter Koelsch Realty,
Industry,USA Industry Category,USA Industry,8977,Paul Bunyan Lumber Co,
Industry,USA Industry Category,USA Industry,8971,Pacesetters Inc.,
Industry,USA Industry Category,USA Industry,8966,Pacific Lumber Company,
Industry,USA Industry Category,USA Industry,8965,Pacific Consultants,
Industry,USA Industry Category,USA Industry,8964,Pacific Gas and Electric Company,PG&E
Industry,USA Industry Category,USA Industry,8963,P & M Lumber Products Inc.,
Industry,USA Industry Category,USA Industry,8961,Ortho-McNeil Pharmaceutical Corp (Ortho Biotech),
Industry,USA Industry Category,USA Industry,8960,Nutrogena Corporation,
Industry,USA Industry Category,USA Industry,8959,Ohio Medical Anesthetics,
Industry,USA Industry Category,USA Industry,9011,"R.J. Reynolds Industries, Inc.",
Industry,USA Industry Category,USA Industry,9093,Scientific Time Sharing Corp,STSC
Industry,USA Industry Category,USA Industry,9091,Reid and Tarics Associates,
Industry,USA Industry Category,USA Industry,9087,Replan Corporation,
Industry,USA Industry Category,USA Industry,9085,Santa Barbara Research Center,
Industry,USA Industry Category,USA Industry,9082,Sandia Corporation,
Industry,USA Industry Category,USA Industry,9081,Puritan-Bennett Corporation,
Industry,USA Industry Category,USA Industry,9079,Harbor Bay Business Park,
Industry,USA Industry Category,USA Industry,9073,"Organic Synthesis, Inc.",
Industry,USA Industry Category,USA Industry,9070,SNL Sandia National Laboratory,SNL
Industry,USA Industry Category,USA Industry,9068,Salsbury Laboratories,
Industry,USA Industry Category,USA Industry,9067,Sampson Corp,
Industry,USA Industry Category,USA Industry,9059,Rohe Scientific Corporation,
Industry,USA Industry Category,USA Industry,9058,Ruggiero Seafood Inc.,
Industry,USA Industry Category,USA Industry,9057,Orange Medical Instruments,
Industry,USA Industry Category,USA Industry,9055,Rohm and Haas Co,
Industry,USA Industry Category,USA Industry,9054,"Philips Ultrasound, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9462,Environ Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7407,Society of Toxicology,SOT
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00FF56,California Labor Federation AFL-CIO,CLF
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00FFED,"Nuclear Threat Initiative, Inc.",NTI
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,4277,Chez Panisse Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,6022,Astellas Foundation (incl Astellas USA),
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5487,Medical Group Management Association,MGMA
Not for Profit,Foundations & Charities,USA Foundations & Charities,5317,CPWR- The Center for Construction Research and Training,CPWR
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5536,American Society of Newspaper Editors,ASNE
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5049,Minnesota Partnershop for Action Against Tobacco,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,267,Coca-Cola Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,4143,Higher Education for Development,HED
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,6202,Alameda-Contra Costa Medical Association,ACCMA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5419,Berkeley Community Fund,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5122,Alliance for Cancer Gene Therapy,ACGT
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,4906,Quality Child Care Initiative,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7453,Riverside Downtown Association,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3532,Population Services International,PSI
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9305,Wells Fargo Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,4806,Assn of Asian Pacific Community Health Organizations,AAPCHO
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3700,Working Partnerships USA,WPUSA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5588,"National Fenestration Rating Council, Inc.",NFRC
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5562,Center for Applied Research Solutions,CARS
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5414,American College Health Association,ACHA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5385,Lupus Clinical Trials Consortium,LCTC
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5286,"UNAVCO, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5157,Educational Credit Management Corporation Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,5048,"Skidmore, Owings and Merrill",SOM
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,4892,Coalition of Essential Schools,CES
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,4878,Concord Consortium,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,4166,Culinary Workers Union,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1242,Academy Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3039,Community Technology Foundation of California,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3723,"Electrical Contracting Foundation, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3702,SEMI Semiconductor Equipment and Materials International,SEMI
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3633,Equipment Leasing Association (Incl Equip Leasing & Finance,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3588,California Elected Women's Assoc for Education & Research,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3533,State Building and Construction Trades Council of California,SBCTC
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2403,Fahs-Beck Fund for Research and Experimentation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2933,Rural Sociology Society,RSS
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2919,MARCO Microelectronics Advanced Research Corporation,MARCO
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2867,National Council for Geo-Engineering and Construction,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8080,API American Petroleum Institute,API
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2638,Economic History Association,EHA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2326,Applied Technology Council,ATC
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,288,Henry Ford Health System,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2552,Providence Health System,PHP
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9491,Winegrowers of California,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1219,Western States Petroleum Association,WSPA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2046,Structural Engineers Association of California,SEA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7568,Society for Analytical Chemists of Pittsburg,SACP
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9503,Soap & Detergent Association,SDA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7819,"Small World Adventures, Inc.",SWA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8984,Pharmaceutical Research & Manufacturers Assn/Fdn,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1221,Pear Pest Management Research Fund,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8888,National Dairy Council,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1392,Monterey County Farm Bureau,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8823,Metropolitan Life Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1288,Meet the Composer/California,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1499,Marine Science Society of the Pacific Northwest,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7554,Marin Institute of Alcoholic,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7762,Law Library Microform Consortium,LLMC
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8689,Johnson and Johnson Research Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8340,"Council for Tobacco Research USA, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8345,Clorox Company Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7443,Center for Health Training,CHT
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2003,TRW Center for Health Design,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1838,Calstart,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,4455,"Molecular Sciences Institute, Inc.",MSI
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,560,California HealthCare Foundation,CHCF
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1950,California Clean Growers Association,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8196,California Association of Nurseries and Garden Centers,CANGC
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7494,California Pacific Med Center Research Inst.,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,533,California Endowment,
Not for Profit,Foundations & Charities,USA Foundations & Charities,9574,Blue Shield of California Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7695,"Beta Sigma Kappa, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7885,Bay Vision 2020,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9730,Bar Association of San Francisco,BASF
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8137,Bankamerica Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,612,Associated Oregon Ind (Oregon for Ind Council),AOI
